text,label
whitened trash taken every charity organization us,0
niggasbitches cheat cause mfs always think gettin played,0
pile fucking retarded lol,0
bitches pretending tf crazy aint never lied,1
funny rick scott accuses charlie crist changing positions everything ricks positions dictated corp,2
gots da bet da msnbc wit dat colored reverend listen coloreds else missing,0
laughing joke big different bitch,1
know hoes wishy washy,1
hoes thirsty attention,1
lmao nigga go beethoven bitch,1
random rap song person next listening makes wanna make lotta money fuck lotta hoes feel,1
pnd vocals trash lmao,2
fucking white people bitch wut,0
really believe people evolved apes really im quiet convinced evolution man,2
ball roll slope found natural spot defending brother scumbag,2
order want real nigga gotta real bitch,1
problem theres antiophthalmic factor pussies allowed sorry,0
knew ampere faggot though,0
u ho u hot really like way u keep te flow natural,2
hi charlie great day,2
ya bitch wnna ride,1
see ride sunset colored tv screen tnt acdc,2
hitler didnt finish u nigger ur jew confronts u street,0
called bitch said changing call changing dont think go fuck pissed,1
rip tom foley rip greg sikorskey rip charlie anaya rip wells crowther rip andy frederick,2
yankees acquire chase headley padres yangervis solae rafael depaula,2
nicca say ballin ask em title n deeds wher clothes n keys,0
pouf sack,0
black bitch dont kickin school bitches still comin wit durags still head nd shit,0
id go jamaica n attend wild dancehall events jus five star frog splash bitch tree n get wshh,1
hate people ask tryna look good bitch bye,1
said bullshit tinkers damn niggers,0
ugh hes mine bitches hes mine mine thats baby man know aware thats,1
bitches taking forevs doe,1
hey go wait video man incur kidnapped girls ohiowhat nigger shitmybosssays,0
fuck fucking faggot nookie randos fiftyfifty find zoes ask account,0
joey badass said traded nikes new mic guess safe say sold soles new life,2
bitches smackin,1
rejects world health organization constantly call house threatening rape mom karmas bitch rot hell faggots,0
im tired u niggers,0
didnt forsake bitches wife getting fucked another nigga know married gotta die,0
humans arent delicious ho smaer andiron yearold child eat,2
aye yall ima tryout bowling team frfr tryouts passed tho theres two retard,1
favorite jigaboo work plantation remember next time ask watermelon dont steal,0
glad natal day little cotton picker,0
u call bitch said acting like one telephone one nigga shut bitch,0
niggas gossip like hoes man aint wid shit,1
cares tbh ones stinking diy argentino feather fisted nigger,0
leave beaner retard,0
errrnigga tryna fuck next nigga bitch knowin bitch next nigga bitch,1
mustwatch bill maher schools pbs host charlie rose islams illiberal beliefs,2
shady bitches talk laugh w girlfriends thats disrespectful another girl,0
settin trends youre rappin wearing shit everyone else wearin rappin mixtape trash yo,1
text bitch,1
zebra tights take home bag mom,2
awkward u fag wonder whos awesome cooler,0
evan williams wit find bitch minaj,1
oh state hardly enjoy trailer trash sub par spos,2
sav nicee love twat,2
u niggas dnt like bet fck yo bitch tho,1
nigga telling dont fuck holler maybe lying lol,0
every nigga trynna fuc next nigga bitch knowing bitch next nigga bitch,1
ga charlie,2
bet hes deoxyadenosine monophosphate starbucks queer,0
hu hoes like,1
go could hook industrial plant city faggots,0
lets say hellen helen adams keller makes better brownies,2
trying flip ounce p dis bitch im still school bro next week im dere doe,1
birds arent meant cage,2
full set except last song southern darkness fest last month whos ape guitar,2
pizza salad alcohol wantmy cravings need met im rude bitch,1
blase supposed cute faggot sometimes,0
im sucker colored eyes,2
come rescue retard licking diy skidmarks along internet guys fucktards,0
oh wait go photo playin creeds side project bad yeah fob embarrassing,2
beg nudes could fuck bitch make video staring get booty win win,1
whos thottie yous thottie whos thottie yous thottie yes bitch womp womp lord save parched hoes,1
unopen chink,0
seat stfu raghead,0
heard mom go v annoyed bitch fuck expect slept long im hungry bye felecia,1
faux noise pundits dont like duck molester proslavery racist homophobic teabagger darling phil robeson either,0
bro im next year ill make look like straight trash enjoy little time left,1
gotta love rednecks loud stupid stubborn wide schitt,0
nice lie teabagger want see doesnt make real like reagan conservative another huge lie,2
faints idea many resumes went straight trash,2
stacey dash baddest bitch evaaaa,0
yankees astros mccahy outduels keuchel series finale,2
jigg comprise,2
chicken fried steak boys mash potatoes gravy green beans corn ice cream brownies,2
cant decide wear yellow rain boots purposes black yellow errrrything,2
hahaha made ya eat crow,2
got spade got bitches,0
whats youtube channel faggot,0
fuck ugly lol show teeth bitch fuck u,1
adult human skulls found trash,2
dallas hoe,2
listen charlie daniels speak truth enlist us freedom army,2
dont know got whole video sucking life pussy bye stranger,1
boy yung thug equal fag,0
hang ovenjew lot common people waste time nigs jews r r problem,0
movie actually good cuz therefore retarded,2
nothing endure forever category barely recognize yankees tonight,2
know bitches hating low tho way niggaz world afford,1
girls fucking retarded back staed cramping man double ds,1
hang ovenjew lot common people waste clock nigs jews r r problem,0
dear utah polynesians stop acting black speaking ghetto speak fob aint ghetto niggaz,0
wow according tweet obama must consume uncle tom,2
lemme find niggaz letting bitches shit yo faces niggas weirdos,0
yesterday around good day great day saw lot people havent seen got high giraffe pussy easter,1
whoops bought snuggly hideous fuzzy boots cold balls sudden,2
kimora boobies unlock slice bitch kimorablac,1
bout get breasts reduction bitches wayso serious,1
niggas get married sta dissin single bitches smh bitches want allowance dates still singl,1
girl told period immediately power bombed hoe ass,1
lol true want fried oreos,2
bitch,1
side bitches wait til know u wit ya lady text u hey boo bitch gtfoh,1
ritz crackers idk coiffure anymore,2
damn charlie wilson embody still around,2
take girl back cheats youre little bitch,1
ok shows caoon network comprise complete trash stevm universe,2
look like mike vick bitch,1
every bitch love bank account overdraft,1
nigga jerry room smell like bad pussy,0
aint bout murder game pussy nigga shut work pay,0
atomic number get laid people theres one fag goes school catch ninja star face asap,0
okay closet fag,0
know bitches lets something weekend lets bake,1
gave dat bitch da spirit dragon,1
big bitches come club dressed well flats noheels,1
good pussy change life,1
bae say goin club girls outside bitch like,1
women feminist ugly bitches cant find man,0
funny u faggot,0
youre watching seahawks game youre hella bitch,1
faggots page cant theyfaggots offend,0
beaming bihday queer,0
hey aklve im taking black ghetto trash youre blocked spade,0
aye nicca tired tho,2
rudy gay faggot changing lowest identify got money,0
dont always get drunk pass sta making colored duct tape,2
ur visibility one armed nigger,0
whats black yellow going succeed year wrong answer tiger woods,0
fat irish fucking cunt honestly hope choke death pool jameson induced vomit,1
hate dogs name sounds ghetto,2
dani alves tear hairstyle neymar looks like angstrom faggot,0
like chinese buffets hate totally chinks,0
watching raven look negro lol,1
dat bird bitchheavy birdcage bitch byyyyyyrrrrrrrrrrrrr bitch,1
shit ass shabbat moms pussy u jew bastard ur times coming heil hitler,0
im already know bout bust flow bitch hoe names miguel chillin nigga tono,1
eat shit nigga bitch poop bag dick beetle,0
mine niggah,0
yay united states america israel put jew hating muslim trash government pathetic sickening,0
rule tie goes runner safe yankees johnsterling,2
dudes shaving without athletic purpose merry af youre retarded,0
cuz bitches love pizza,1
lmaoooo bundle fags,0
said want man pick sex bitch lucky picked gas prices high hell,1
im sitting look twitter explode yankees game ends,2
dope ass parlay week san fran woulda hoes ran back pick shit rigged yo,1
ever see someones account think wow faggot time cant unfollow bc u cant,0
new showthursdays jinxy broadcast moon made chunky blue cheese know,2
ask around n streets bitch bout jay,1
im take care niggers migrating fuher indecorum rd smh,0
yankees jeter let play entire inning thats fitting,2
forgot white trash texarkana well ar,0
gotta get da gettin good nigguh,1
sure want give free pass every border jumper country whats wrong,0
subtweet maine one time foul chink whore,0
yeah cant wrestle might rock bottom foreal im big bitch proud lol let live,1
im beautiful bitch,1
retweet save dumb bitch,1
good gotta woyke da moanin da colored dat woyke cuz colored folk lazy lives da white guilt,2
hope find bitch ass satisfies ya needs,1
hoe need stop dressing yall nestling migos rappers yall fucked lil nigga wanted power ran,0
light beer mean faggot piss overly powered man,0
kitty ass nigga,0
gay stfu dumb monkey,0
pollos vitamin last dos pollos estaban dando vueltas en una pollera mientras los estaban cocinando last cuando,2
fuck doesnt fucking song wtf r u talking yes fuck bitch,1
hoes dike,0
dumb bitches one thing thatll never become extinct thats real,1
bought condoms pay rite aid lady gave diy look came back bought scum bags imagineherface,2
keep away frm charlie day life id like someones favorite pa body disgusting knees,2
shade faggot clashes eye color,0
bitch walked like wtf,1
ima get wifey cunt spreads legs anyone settle nothing rarest difference better lmao,1
im fag gtfo,0
need beaniesjust ordered two truthful religion ones lol,2
wth embody playing missy mean seriously movie gone trash,2
karlie acting like hoe wit niggas show plus two guest appear,1
im ice cube u call grinch got ur list aint giving u shit bitch,1
everything jayz writes trash,2
us ghettosdriven liberal ideology forged unions bankrupted selfserving dems catering parasites tcot,2
yall gonna trash spirit airlines one travel w time even let fly plane times dont mi,2
everyone thinks im person id like look moles dont understand like colored hair big difference,2
jai may make visual aspect pay love fag,0
uturns yellow aceptar este luz rojo lights taking long make bilingual,2
